,ID,duration,wav,province_code,wrd
11718,gw-talk_set2_collectorgw137_speakergw612_speakergw613_13_0_141-15,7.079,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw137/talk_set2_collectorgw137_speakergw612_speakergw613_13_0_141-15.wav,gw,생활 한복도 우리가 생활하기에 너무 편리하니까 생활 한복도 선호하는 사람은 엄청 또 많아요
18707,gw-talk_set2_collectorgw86_speakergw1353_speakergw1354_10_0_123-6,21.849,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw86/talk_set2_collectorgw86_speakergw1353_speakergw1354_10_0_123-6.wav,gw,저도 치통 때문에 지금 임플란트 네 개 앞으로 해야 될 게 또 두 개가 있고 현재도 몸이 치아가 좋지 않아서 음식 먹는데 많은 에 불편과 고통을 호소하면서 저는 지금 살아가고 있습니다
28727,gw-talk_set1_collectorgw227_speakergw2824_speakergw2825_0_0_129-6,26.279,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw227/talk_set1_collectorgw227_speakergw2824_speakergw2825_0_0_129-6.wav,gw,그래서 나는 내 둘째까진 낳는데 우리가 직접 데려다 키워주진 못해도 내가 거의 키워주다시피 사랑하고 내가 뭐 용돈도 많이 주고 하여튼 될 수 있으면은 나는 할머니 할아버지가 마이 돌봐줘야 된다 이래서 내가 참 마이 도와줬어요
9502,gw-talk_set1_collectorgw137_speakergw2928_speakergw2929_21_0_81-10,2.25,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw137/talk_set1_collectorgw137_speakergw2928_speakergw2929_21_0_81-10.wav,gw,꼭 그거 등산복을 입어야 운동 하나
21208,gw-talk_set3_collectorgw95_speakergw556_speakergw557_5_0_63-0,3.399,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw95/talk_set3_collectorgw95_speakergw556_speakergw557_5_0_63-0.wav,gw,아 등산 등산복이 되게 편하죠
1895,gw-talk_set2_collectorgw226_speakergw2850_speakergw2851_3_0_111-0,6.899,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw226/talk_set2_collectorgw226_speakergw2850_speakergw2851_3_0_111-0.wav,gw,어 저는 큼 고층보다는 아까도 말씀드렸지만 낮은 데 저층이 더 좋다고 생각합니다
4790,gw-talk_set2_collectorgw128_speakergw2799_speakergw2800_19_0_149-9,6.804,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw128/talk_set2_collectorgw128_speakergw2799_speakergw2800_19_0_149-9.wav,gw,그 또 아 문 단속이 잘 안 되면은 도둑들이 들어와서 자꾸 그렇게 됩니다
313,gw-talk_set3_collectorgw17_speakergw339_speakergw340_15_0_22-5,0.29,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw17/talk_set3_collectorgw17_speakergw339_speakergw340_15_0_22-5.wav,gw,그럼
32823,gw-say_set2_collectorgw89_speakergw410_26_0_30-0,5.919,/data/MTDATA/fn-2-018/root/person/say/gw/collectorgw89/say_set2_collectorgw89_speakergw410_26_0_30-0.wav,gw,옛날에는 일일이 손으로 다 해서 농사를 지었습니다
12380,gw-talk_set2_collectorgw137_speakergw2930_speakergw2931_7_0_91-25,0.29,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw137/talk_set2_collectorgw137_speakergw2930_speakergw2931_7_0_91-25.wav,gw,싫어
35414,gw-say_set1_collectorgw44_speakergw220_42_0_47-0,19.708,/data/MTDATA/fn-2-018/root/person/say/gw/collectorgw44/say_set1_collectorgw44_speakergw220_42_0_47-0.wav,gw,더울 때는 지나다가 금융권에 들어 가가지고 시원한 데서 저 잠깐 있다가 아 그렇게 인제 더위도 피하기도 하는데 때로는 집에서 있을 때는 그냥 편안하게 누워 있는 게 가장 그래도 더위를 식히는 방법이 아닌가 이렇게 생각해 가지고 그러기도 하고
4568,gw-talk_set3_collectorgw128_speakergw743_speakergw744_4_0_64-7,0.386,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw128/talk_set3_collectorgw128_speakergw743_speakergw744_4_0_64-7.wav,gw,맞아
20266,gw-talk_set3_collectorgw95_speakergw1729_speakergw1730_0_0_124-6,6.01,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw95/talk_set3_collectorgw95_speakergw1729_speakergw1730_0_0_124-6.wav,gw,그래서 핵가족이면은 요즘은 마트나 편의점만 가도 요즘 밀키트 같은 것도 있잖아요
6452,gw-talk_set2_collectorgw82_speakergw973_speakergw974_6_0_77-0,3.519,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw82/talk_set2_collectorgw82_speakergw973_speakergw974_6_0_77-0.wav,gw,같이 살던 옆지기는 회를 참 좋아했어
15233,gw-talk_set2_collectorgw73_speakergw1379_speakergw1380_20_0_46-7,1.53,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw73/talk_set2_collectorgw73_speakergw1379_speakergw1380_20_0_46-7.wav,gw,농사도 상당히 어렵더라고
14275,gw-talk_set1_collectorgw169_speakergw2870_speakergw2871_1_0_134-6,7.0,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw169/talk_set1_collectorgw169_speakergw2870_speakergw2871_1_0_134-6.wav,gw,그리고 차례도 인제 명절 때나 인제 되면 인제 차례를 지내잖아요
355,gw-talk_set3_collectorgw17_speakergw339_speakergw340_22_0_17-3,5.43,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw17/talk_set3_collectorgw17_speakergw339_speakergw340_22_0_17-3.wav,gw,그 가끔이지 어 바닷가 가서 한 번씩 먹으믄 그것도 참 맛있겠네
7130,gw-talk_set2_collectorgw94_speakergw1644_speakergw1645_0_0_122-19,1.15,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw94/talk_set2_collectorgw94_speakergw1644_speakergw1645_0_0_122-19.wav,gw,바가지 씌어 바가지
33570,gw-say_set1_collectorgw169_speakergw2806_12_0_30-0,14.23,/data/MTDATA/fn-2-018/root/person/say/gw/collectorgw169/say_set1_collectorgw169_speakergw2806_12_0_30-0.wav,gw,어 글쎄요 저는 잘 모르겠네 뭐 삼척 이러니까 무슨 뭐 회 이런 얘기도 하고 찜 종류 어 바다를 끼고 있으니까 찜 종류를 많이 이렇게 얘기를 하더라구요
31042,gw-say_set1_collectorgw228_speakergw2763_71_0_6,4.149,/data/MTDATA/fn-2-018/root/person/say/gw/collectorgw228/say_set1_collectorgw228_speakergw2763_71_0_6.wav,gw,소릴 질르구 뭐 구원을 받아야죠
2437,gw-talk_set1_collectorgw131_speakergw724_speakergw725_5_0_118-3,2.596,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw131/talk_set1_collectorgw131_speakergw724_speakergw725_5_0_118-3.wav,gw,그거는 참 너무하지 어
8213,gw-talk_set1_collectorgw89_speakergw603_speakergw604_8_0_94-3,18.919,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw89/talk_set1_collectorgw89_speakergw603_speakergw604_8_0_94-3.wav,gw,그래 또 아 용돈을 뭐 많이 주면은 뭐 남겨놨다가 또 뭐 생일 지난 다음이라든가 어떤 때 뭐 지나서 한참 지나서도 또 내가 쓰고 또 그걸 다시 또 아이들한테 또 다시 뭐 돌려줄 수도 있고 하기 때민에 나는 아 용돈이 더 좋다고 생각을 해
11983,gw-talk_set2_collectorgw137_speakergw2915_speakergw2916_13_0_45-2,0.579,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw137/talk_set2_collectorgw137_speakergw2915_speakergw2916_13_0_45-2.wav,gw,그래
30604,gw-say_set3_collectorgw69_speakergw516_19_0_62-4,9.45,/data/MTDATA/fn-2-018/root/person/say/gw/collectorgw69/say_set3_collectorgw69_speakergw516_19_0_62-4.wav,gw,믿거나 말거나 하고 한번 이 천도제를 한 번 하면 어떻나 니 그래야지 네가 좀 풀리지 니 보믄 매일 몸도 아프고 이러는데 니 우탈라 그르나
13254,gw-talk_set3_collectorgw88_speakergw949_speakergw950_8_0_120-1,4.039,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw88/talk_set3_collectorgw88_speakergw949_speakergw950_8_0_120-1.wav,gw,적극적으로 손자 손녀를 보는 거는 정말 아닌 것 같아요
10427,gw-talk_set3_collectorgw137_speakergw2932_speakergw2933_4_0_72-2,1.279,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw137/talk_set3_collectorgw137_speakergw2932_speakergw2933_4_0_72-2.wav,gw,기계로 했지 뭐
31797,gw-say_set1_collectorgw84_speakergw486_39_0_20-1,1.51,/data/MTDATA/fn-2-018/root/person/say/gw/collectorgw84/say_set1_collectorgw84_speakergw486_39_0_20-1.wav,gw,아주 참 맛있었어요
27366,gw-talk_set1_collectorgw130_speakergw2789_speakergw2790_11_0_119-1,14.779,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw130/talk_set1_collectorgw130_speakergw2789_speakergw2790_11_0_119-1.wav,gw,그리고 뭐 노모들도 같이 나는 살아봤기 때문에 저층이어야지만 어머님도 계단을 오르내리는 것도 그렇고 엘리베이터도 그렇고 나중에 나이들어서는 저층이 훨씬 나은 것 같더라고
8978,gw-talk_set1_collectorgw89_speakergw650_speakergw651_10_0_97-4,4.211,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw89/talk_set1_collectorgw89_speakergw650_speakergw651_10_0_97-4.wav,gw,그래서 인제 너무나 안 좋을 때는 병원으로 가요
4012,gw-talk_set1_collectorgw69_speakergw1618_speakergw1619_1_0_114-7,8.424,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw69/talk_set1_collectorgw69_speakergw1618_speakergw1619_1_0_114-7.wav,gw,그 그 찬성하는 편인데 아 정말 힘든 상황이 된다면 간소하게 어쩌다 한 번씩은 할 수는 있겠죠
28402,gw-talk_set3_collectorgw191_speakergw1505_speakergw1506_5_0_105-12,3.92,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw191/talk_set3_collectorgw191_speakergw1505_speakergw1506_5_0_105-12.wav,gw,방풍 야 이 나이에 어디 돌아댕기게 집에 딱 있어
3067,gw-talk_set2_collectorgw131_speakergw2843_speakergw2844_15_0_158-12,28.739,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw131/talk_set2_collectorgw131_speakergw2843_speakergw2844_15_0_158-12.wav,gw,그 양보라는 게 몸이 불편한 사람한테는 당연히 양보고 뭐 장애가 있든가 이런 거는 요즘에 뭐 당연히 안 보지 어 장애인 차 대는데도 따로 있는데 근데 그렇지 않고 노인 애들은 아주 뭐 우리 같이 서 있을 수 있는 사람은 어 내가 그 전에 시니어 다닐 때 보면은 아침에 내가 버스 탄다
2356,gw-talk_set2_collectorgw131_speakergw2843_speakergw2844_8_0_121-7,8.53,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw131/talk_set2_collectorgw131_speakergw2843_speakergw2844_8_0_121-7.wav,gw,그니까 많은 식구보다 이 인제 부부가 그냥 뭐 신랑이 있어도 뭐 간단히 이렇게 이렇게 하지만 누가 오면 벅차 인제는 그게
3136,gw-talk_set3_collectorgw131_speakergw1021_speakergw1022_1_0_129-4,3.43,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw131/talk_set3_collectorgw131_speakergw1021_speakergw1022_1_0_129-4.wav,gw,요즘에는 산에를 많이 다니니까 산이 좋더라고요
30096,gw-say_set3_collectorgw17_speakergw196_21_0_11,9.412,/data/MTDATA/fn-2-018/root/person/say/gw/collectorgw17/say_set3_collectorgw17_speakergw196_21_0_11.wav,gw,응 우리 부모님은 아주 착하고 순하고 경우와 예의가 바른 그런 분들이었죠
18428,gw-talk_set1_collectorgw121_speakergw1412_speakergw1413_2_0_83-6,8.09,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw121/talk_set1_collectorgw121_speakergw1412_speakergw1413_2_0_83-6.wav,gw,그래야지만은 밥도 잘 소화가 잘 되고 하니까 놀지 말고 아침에 딱 정해놓고 그러다가 한 바퀴 산에 한 바퀴 돌고 와
30719,gw-say_set3_collectorgw69_speakergw516_16_0_36-0,21.429,/data/MTDATA/fn-2-018/root/person/say/gw/collectorgw69/say_set3_collectorgw69_speakergw516_16_0_36-0.wav,gw,나는 있잖아 살면서 이 운동을 참 접하면서 살고 있는데 그것은 내가 나의 건강을 위해서 해야 된다라고 생각을 하고 있기에 아침마다 산책을 하고 새벽 운동을 하는데 어떤 때는 있잖아 아주 외로울 때도 많이 있어
24562,gw-talk_set1_collectorgw116_speakergw1304_speakergw1305_1_0_118-4,15.189,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw116/talk_set1_collectorgw116_speakergw1304_speakergw1305_1_0_118-4.wav,gw,어 합리적인 방법이네요 가장 민주적이고 합리적인 방법으로 잘 살고 계시는데 저희는 태고 쪽부터 내려오는 대로 어떤 방법에 의해서 제사를 지내는 집이에요
18061,gw-talk_set1_collectorgw121_speakergw1284_speakergw1285_13_0_88-4,5.919,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw121/talk_set1_collectorgw121_speakergw1284_speakergw1285_13_0_88-4.wav,gw,지금 현대사회에서는 아무래도 옛날과 달르기 때문에 편리하게 사는 게 좋다고 봐요
2320,gw-talk_set3_collectorgw131_speakergw1021_speakergw1022_0_0_142-10,8.339,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw131/talk_set3_collectorgw131_speakergw1021_speakergw1022_0_0_142-10.wav,gw,아 물론 그렇죠 이 저기 노인분들이 우에 계시면 자식들이 찾아뵐려고 자주 오게 되 되기 마련이에요
22753,gw-talk_set1_collectorgw179_speakergw1017_speakergw1018_10_0_127-6,5.38,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw179/talk_set1_collectorgw179_speakergw1017_speakergw1018_10_0_127-6.wav,gw,근데 저는 그게 맞지 않다고 생각하거든요
32416,gw-say_set2_collectorgw77_speakergw2678_54_0_27-0,5.459,/data/MTDATA/fn-2-018/root/person/say/gw/collectorgw77/say_set2_collectorgw77_speakergw2678_54_0_27-0.wav,gw,지금 최고 먹고 싶은 음식은 과일입니다
2561,gw-talk_set2_collectorgw131_speakergw918_speakergw919_6_0_115-7,5.079,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw131/talk_set2_collectorgw131_speakergw918_speakergw919_6_0_115-7.wav,gw,아유 회도 좋아하죠 뭐 그냥 두 두 개를 먹으라 하면은 될 수 있는 대로 회로 먹죠
31669,gw-say_set2_collectorgw84_speakergw488_13_0_23-0,6.319,/data/MTDATA/fn-2-018/root/person/say/gw/collectorgw84/say_set2_collectorgw84_speakergw488_13_0_23-0.wav,gw,정월 대보름에는 글쎄요 특별한 건 먹어본 게 없나요 없는데 얘기는 들었습니다
25695,gw-talk_set1_collectorgw167_speakergw1143_speakergw1144_4_0_109-2,3.239,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw167/talk_set1_collectorgw167_speakergw1143_speakergw1144_4_0_109-2.wav,gw,그게 문제가 아니고 귀농 귀촌하는 게 좋아
24537,gw-talk_set3_collectorgw116_speakergw967_speakergw968_1_0_65-2,10.764,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw116/talk_set3_collectorgw116_speakergw967_speakergw968_1_0_65-2.wav,gw,언제든지 봄 산 여름산 가을산 그리고 겨울산 그래서 저는 언제든지 산을 친하게 지내고 싶어요
19269,gw-talk_set2_collectorgw86_speakergw911_speakergw912_7_0_89-1,13.84,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw86/talk_set2_collectorgw86_speakergw911_speakergw912_7_0_89-1.wav,gw,눈이 왔을 때에는 눈사람도 만들고 그 다음에 눈싸움도 하고 눈에 가서 뒹굴기도 하고 이러한 면으로 봤을 적에는 비 보다가는 눈이 좋지 않겠는가
32726,gw-say_set1_collectorgw94_speakergw487_13_0_27-0,2.353,/data/MTDATA/fn-2-018/root/person/say/gw/collectorgw94/say_set1_collectorgw94_speakergw487_13_0_27-0.wav,gw,예 저는 크게 아픈 적은 없는데요
18506,gw-talk_set1_collectorgw121_speakergw1284_speakergw1285_2_0_87-5,3.67,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw121/talk_set1_collectorgw121_speakergw1284_speakergw1285_2_0_87-5.wav,gw,먹는 것도 잘 먹어야 되지만 운동도 저는 필수라고 생각합니다
22755,gw-talk_set1_collectorgw179_speakergw1017_speakergw1018_10_0_127-8,5.15,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw179/talk_set1_collectorgw179_speakergw1017_speakergw1018_10_0_127-8.wav,gw,내가 모르는 나의 그 무식을 가지고 그건 위험하다 이런 생각을 하고 있어요
24633,gw-talk_set2_collectorgw116_speakergw1015_speakergw1016_3_0_122-9,3.856,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw116/talk_set2_collectorgw116_speakergw1015_speakergw1016_3_0_122-9.wav,gw,고소 공포증이 없으면 고층에서 사는 것도 괜찮은 것 같아
623,gw-talk_set3_collectorgw129_speakergw610_speakergw611_9_0_159-19,7.51,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw129/talk_set3_collectorgw129_speakergw610_speakergw611_9_0_159-19.wav,gw,가서 그냥 머 살짝 머 거들고 설거지나 해주고 이런 걸로 끝나는데 맏이이는 너무너무 힘들 것 같아
1899,gw-talk_set2_collectorgw226_speakergw2850_speakergw2851_3_0_111-5,3.71,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw226/talk_set2_collectorgw226_speakergw2850_speakergw2851_3_0_111-5.wav,gw,딱 나쁜 게 화재 때 이제 취약점이다
32565,gw-say_set1_collectorgw94_speakergw492_64_0_28-0,22.119,/data/MTDATA/fn-2-018/root/person/say/gw/collectorgw94/say_set1_collectorgw94_speakergw492_64_0_28-0.wav,gw,어렸을 적에 가마솟이 그 부엌에 솟이 세 개가 있는데 조그마한 솟은 밥하는 솟이고 두 번째 솟은 뭐 이것저것 하고 큰 가마솟이 있어가지고 그 가마솥에다가 물을 뎁혀서 어 사용해서 그걸로 머리도 감고 목욕도 하고 그랬던 것 같아요
4377,gw-talk_set3_collectorgw128_speakergw1076_speakergw1077_10_0_149-8,6.05,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw128/talk_set3_collectorgw128_speakergw1076_speakergw1077_10_0_149-8.wav,gw,젊어서 너무 무리한 다이어트를 해가지고 거식증이 오거나 이러면 병이 되잖아요
30818,gw-say_set1_collectorgw68_speakergw496_32_0_23-1,6.43,/data/MTDATA/fn-2-018/root/person/say/gw/collectorgw68/say_set1_collectorgw68_speakergw496_32_0_23-1.wav,gw,한복 입고 쪽두리도 쓰고 거의 차려 입었지 뭐
21893,gw-talk_set1_collectorgw101_speakergw1231_speakergw1232_7_0_104-9,3.279,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw101/talk_set1_collectorgw101_speakergw1231_speakergw1232_7_0_104-9.wav,gw,나이든 사람들한테는 겨울이 더 힘들 것 같아요
24325,gw-talk_set1_collectorgw132_speakergw927_speakergw928_0_1_116-13,4.34,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw132/talk_set1_collectorgw132_speakergw927_speakergw928_0_1_116-13.wav,gw,지금 사춘기니까 좀 더 커야지 어 할머니 고맙습니다
8735,gw-talk_set1_collectorgw89_speakergw1206_speakergw1207_3_0_114-7,6.139,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw89/talk_set1_collectorgw89_speakergw1206_speakergw1207_3_0_114-7.wav,gw,애들도 나가서 놀고 있으면은 핸드폰으로 안전한지 안 한지까지 다 보여줘요
18247,gw-talk_set1_collectorgw121_speakergw1412_speakergw1413_10_0_94-3,4.13,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw121/talk_set1_collectorgw121_speakergw1412_speakergw1413_10_0_94-3.wav,gw,그러니까는 있잖아 우리가 있잖아 넘어지거나 이러면 무슨 병원 가서 사진부터 찍어봐야 된데이
13454,gw-talk_set2_collectorgw88_speakergw415_speakergw416_13_0_64-15,3.836,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw88/talk_set2_collectorgw88_speakergw415_speakergw416_13_0_64-15.wav,gw,그래서 운동할 때도 좋고 그래서 저는 등산복이 참
27644,gw-talk_set2_collectorgw130_speakergw2789_speakergw2790_0_0_148-2,0.979,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw130/talk_set2_collectorgw130_speakergw2789_speakergw2790_0_0_148-2.wav,gw,그건 그래
14575,gw-talk_set1_collectorgw169_speakergw1129_speakergw1130_12_0_115-8,14.95,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw169/talk_set1_collectorgw169_speakergw1129_speakergw1130_12_0_115-8.wav,gw,그래도 되고 그리고 뭐 풀도 밭에 있는 뭐 풀 같은 거 배추 같은 거 뜯어서 던져주니까 잘 자기네가 먹더라고 그래서 나는 닭이 좋다고 생각합니다
4977,gw-talk_set1_collectorgw128_speakergw1683_speakergw1684_3_0_111-1,5.71,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw128/talk_set1_collectorgw128_speakergw1683_speakergw1684_3_0_111-1.wav,gw,뭐 건사할 게 없으니까 단독 주택 같은 경우는 우리가 뭐 건사할 게 많잖아요
1969,gw-talk_set1_collectorgw226_speakergw2881_speakergw2882_1_0_134-6,12.21,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw226/talk_set1_collectorgw226_speakergw2881_speakergw2882_1_0_134-6.wav,gw,그래서 너무 힘들고 이러니까 어째서 마음이 변해가고 우리 그러먼 어머니 아버지 한 날에 하자 이래가 좀 줄였어요
7794,gw-talk_set2_collectorgw94_speakergw1644_speakergw1645_9_0_87-4,10.299,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw94/talk_set2_collectorgw94_speakergw1644_speakergw1645_9_0_87-4.wav,gw,산을 많이 다닌 거 보면 바다는 뭐 특별하게 하는 게 없잖아 눈으로 보는 거 외에는 여름에 뭐 해수욕하는 거 그 외에는
26154,gw-talk_set1_collectorgw167_speakergw1143_speakergw1144_11_0_107-3,1.239,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw167/talk_set1_collectorgw167_speakergw1143_speakergw1144_11_0_107-3.wav,gw,그런데 고층이 좋은데
8635,gw-talk_set1_collectorgw89_speakergw1206_speakergw1207_15_2_116-1,12.299,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw89/talk_set1_collectorgw89_speakergw1206_speakergw1207_15_2_116-1.wav,gw,비가 오고 나면은 하늘도 화창해지고 공기가 상쾌해지는 기분이 들어가지고 저는 비 오는 날을 더 좋아합니다
7635,gw-talk_set2_collectorgw94_speakergw1497_speakergw1498_0_0_19-3,0.59,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw94/talk_set2_collectorgw94_speakergw1497_speakergw1498_0_0_19-3.wav,gw,나도 용돈
18850,gw-talk_set2_collectorgw86_speakergw1272_speakergw1273_4_0_145-7,11.881,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw86/talk_set2_collectorgw86_speakergw1272_speakergw1273_4_0_145-7.wav,gw,그그 완전히 하여튼 갓 저기 가축 진짜 식구와 같은 가족과 같은 그 동물이기 때문에 매끼 줘야 되니까 개 어던저 어디 놀러 갈 때나 상당히 좀 힘들 것 같아요
30295,gw-say_set1_collectorgw59_speakergw344_16_0_27-0,19.239,/data/MTDATA/fn-2-018/root/person/say/gw/collectorgw59/say_set1_collectorgw59_speakergw344_16_0_27-0.wav,gw,아 그전에야 젊어서야 명절에 모이믄 물론 술 먹고 뭐 살아오던 얘기도 물론 하겠지만은 저낙에 한가하게 되면 뭐 하토 놀이도 하고 가족끼리 형제들끼리 그렇게 지나는데
26969,gw-talk_set1_collectorgw130_speakergw1675_speakergw1676_11_0_100-8,11.97,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw130/talk_set1_collectorgw130_speakergw1675_speakergw1676_11_0_100-8.wav,gw,습도 올라오고 시끄럽고 막 차 지나가는 거 주차하는 이런 게 다 들려서 근데 또 친구들은 고층 아파트가 비싸다고 고층을 선호한다 하더라
12104,gw-talk_set1_collectorgw137_speakergw2928_speakergw2929_1_0_66-7,5.13,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw137/talk_set1_collectorgw137_speakergw2928_speakergw2929_1_0_66-7.wav,gw,그 제사를 지내야 조상을 잘 모셔야 새끼들이 잘 된다 그러잖아
34539,gw-say_set1_collectorgw87_speakergw434_0_0_33-0,16.659,/data/MTDATA/fn-2-018/root/person/say/gw/collectorgw87/say_set1_collectorgw87_speakergw434_0_0_33-0.wav,gw,남동생 하나 있고 그 밑으로 어릴 적에 남동생이 하나 있었는데 여섯 살인가 그때에 기차 사고로 하늘나라 갔어요
16286,gw-talk_set2_collectorgw73_speakergw1577_speakergw1578_10_0_124-17,5.25,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw73/talk_set2_collectorgw73_speakergw1577_speakergw1578_10_0_124-17.wav,gw,사탕을 많이 먹어서 그런 것도 있을 수 있고 참 그런 게 발생되는데
2070,gw-talk_set1_collectorgw226_speakergw2622_speakergw2623_22_0_110-22,6.159,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw226/talk_set1_collectorgw226_speakergw2622_speakergw2623_22_0_110-22.wav,gw,우리 친구들 어떤 저 카페에 가보면 아주 차가운 거 오새도 아이스를 먹더라고
4791,gw-talk_set2_collectorgw128_speakergw2799_speakergw2800_19_0_149-10,10.779,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw128/talk_set2_collectorgw128_speakergw2799_speakergw2800_19_0_149-10.wav,gw,그러나 아파트는 한 번 나가고 문만 닫으면 아주 편안하고 멀리 가서 여행 가도 뭐 어 일주일씩 있다가 와도 괜찮거든요
5825,gw-talk_set2_collectorgw84_speakergw1013_speakergw1014_8_0_118-9,6.209,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw84/talk_set2_collectorgw84_speakergw1013_speakergw1014_8_0_118-9.wav,gw,난 그래서 언니 으 사람 남 대가족보다 언니 단출하게 사는 핵가족이 더 좋아
5235,gw-talk_set3_collectorgw128_speakergw1076_speakergw1077_11_0_129-6,1.66,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw128/talk_set3_collectorgw128_speakergw1076_speakergw1077_11_0_129-6.wav,gw,난 아파트가 좋다고 생각합니다
14729,gw-talk_set2_collectorgw39_speakergw197_speakergw198_2_0_62-0,0.679,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw39/talk_set2_collectorgw39_speakergw197_speakergw198_2_0_62-0.wav,gw,그렇지
8800,gw-talk_set3_collectorgw89_speakergw567_speakergw568_5_0_78-3,2.993,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw89/talk_set3_collectorgw89_speakergw567_speakergw568_5_0_78-3.wav,gw,생활 한복은 어떻게 생각하세요
18598,gw-talk_set1_collectorgw121_speakergw1284_speakergw1285_1_0_92-8,6.079,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw121/talk_set1_collectorgw121_speakergw1284_speakergw1285_1_0_92-8.wav,gw,그러게요 근데 저는 좀 간단한 게 요즘 시대에 맞게 했으면 좋겠어요
16407,gw-talk_set2_collectorgw87_speakergw1332_speakergw1333_11_0_102-8,13.949,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw87/talk_set2_collectorgw87_speakergw1332_speakergw1333_11_0_102-8.wav,gw,왜냐하면 병원 가기도 좋고 시장이나 전통시장이나 도시 내에서 이루어지는 거기 때문에 이 한적한 이곳에서 다시 그곳까지 나갔다 들어갔다 하기에는 시간적인 그런 것도 있고 해서
12579,gw-talk_set3_collectorgw137_speakergw663_speakergw664_5_0_48-0,3.012,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw137/talk_set3_collectorgw137_speakergw663_speakergw664_5_0_48-0.wav,gw,등산복을 등산 갈 때나 입지 뭐
